id,original_id,category,dataset,image_path,original_path,description,width,height,original_width,original_height,aspect_ratio,file_size_kb,room_count,room_types,has_balcony,has_garage,floors,architectural_style,area_estimate,split
high_quality_architectural_00060,12507,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00060_12507.png,../data/cubicasa5k/high_quality_architectural/12507/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,422,813,0.5190651906519065,289,2,,False,True,1,contemporary,312,train
high_quality_architectural_00062,12735,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00062_12735.png,../data/cubicasa5k/high_quality_architectural/12735/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,611,785,0.778343949044586,221,2,,False,True,1,traditional,320,train
high_quality_architectural_00063,336,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00063_336.png,../data/cubicasa5k/high_quality_architectural/336/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,1000,907,1.1025358324145536,834,2,,True,False,1,contemporary,304,train
high_quality_architectural_00064,11971,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00064_11971.png,../data/cubicasa5k/high_quality_architectural/11971/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,831,500,1.662,325,2,,False,False,1,traditional,296,train
high_quality_architectural_00065,938,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00065_938.png,../data/cubicasa5k/high_quality_architectural/938/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,581,419,1.3866348448687351,253,2,,False,False,1,traditional,334,train
high_quality_architectural_00066,8545,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00066_8545.png,../data/cubicasa5k/high_quality_architectural/8545/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,601,420,1.430952380952381,173,2,,False,False,1,contemporary,290,train
high_quality_architectural_00067,7955,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00067_7955.png,../data/cubicasa5k/high_quality_architectural/7955/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,772,689,1.1204644412191582,212,2,,True,False,1,modern,354,train
high_quality_architectural_00068,8121,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00068_8121.png,../data/cubicasa5k/high_quality_architectural/8121/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,838,875,0.9577142857142856,470,2,,False,True,1,modern,284,train
high_quality_architectural_00069,6289,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00069_6289.png,../data/cubicasa5k/high_quality_architectural/6289/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,561,476,1.1785714285714286,118,2,,True,True,1,modern,348,train
high_quality_architectural_00071,11529,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00071_11529.png,../data/cubicasa5k/high_quality_architectural/11529/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,1114,930,1.1978494623655913,306,2,,True,False,1,traditional,278,train
high_quality_architectural_00073,594,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00073_594.png,../data/cubicasa5k/high_quality_architectural/594/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,763,405,1.8839506172839504,146,2,,False,False,1,contemporary,316,train
high_quality_architectural_00080,7532,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00080_7532.png,../data/cubicasa5k/high_quality_architectural/7532/F1_original.png,Modern compact 2-room apartment with balcony and garage (architectural quality),512,512,2473,3497,0.7071775807835288,1848,2,,True,True,1,modern,242,train
high_quality_architectural_00081,11340,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00081_11340.png,../data/cubicasa5k/high_quality_architectural/11340/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,311,552,0.5634057971014492,96,2,,False,True,1,modern,396,train
high_quality_architectural_00082,11172,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00082_11172.png,../data/cubicasa5k/high_quality_architectural/11172/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,556,728,0.7637362637362637,350,2,,False,False,1,modern,322,train
high_quality_architectural_00083,5057,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00083_5057.png,../data/cubicasa5k/high_quality_architectural/5057/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,665,490,1.3571428571428572,221,2,,True,False,1,modern,338,train
high_quality_architectural_00084,7700,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00084_7700.png,../data/cubicasa5k/high_quality_architectural/7700/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,838,843,0.9940688018979834,312,2,,False,True,1,traditional,372,train
high_quality_architectural_00086,12531,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00086_12531.png,../data/cubicasa5k/high_quality_architectural/12531/F1_original.png,Modern 4-room apartment with garage (architectural quality),512,512,1022,873,1.170675830469645,504,4,,False,True,1,modern,576,train
high_quality_architectural_00087,10054,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00087_10054.png,../data/cubicasa5k/high_quality_architectural/10054/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,823,603,1.364842454394693,287,2,,False,False,1,traditional,282,train
high_quality_architectural_00088,6626,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00088_6626.png,../data/cubicasa5k/high_quality_architectural/6626/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,1465,1305,1.1226053639846745,862,2,,False,True,1,traditional,240,train
high_quality_architectural_00090,799,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00090_799.png,../data/cubicasa5k/high_quality_architectural/799/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,571,862,0.6624129930394431,306,2,,False,False,1,traditional,292,train
high_quality_architectural_00091,12969,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00091_12969.png,../data/cubicasa5k/high_quality_architectural/12969/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,943,720,1.3097222222222222,168,2,,False,False,1,traditional,350,train
high_quality_architectural_00092,3502,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00092_3502.png,../data/cubicasa5k/high_quality_architectural/3502/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,607,542,1.1199261992619929,168,2,,True,False,1,modern,278,train
high_quality_architectural_00093,9038,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00093_9038.png,../data/cubicasa5k/high_quality_architectural/9038/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,352,568,0.6197183098591549,78,2,,True,True,1,contemporary,262,train
high_quality_architectural_00095,4727,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00095_4727.png,../data/cubicasa5k/high_quality_architectural/4727/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,844,664,1.2710843373493976,521,2,,False,False,1,contemporary,344,train
high_quality_architectural_00099,9232,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00099_9232.png,../data/cubicasa5k/high_quality_architectural/9232/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,502,813,0.6174661746617466,240,2,,True,False,1,contemporary,368,train
high_quality_architectural_00101,6048,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00101_6048.png,../data/cubicasa5k/high_quality_architectural/6048/F1_original.png,Contemporary spacious 6-room house (architectural quality),512,512,921,853,1.0797186400937866,574,6,,False,False,1,contemporary,1008,train
high_quality_architectural_00102,68,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00102_68.png,../data/cubicasa5k/high_quality_architectural/68/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,430,355,1.2112676056338028,94,2,,False,True,1,contemporary,280,train
high_quality_architectural_00103,8314,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00103_8314.png,../data/cubicasa5k/high_quality_architectural/8314/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,522,437,1.194508009153318,146,2,,True,False,1,contemporary,378,train
high_quality_architectural_00107,11378,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00107_11378.png,../data/cubicasa5k/high_quality_architectural/11378/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,736,758,0.9709762532981532,328,4,,False,False,1,contemporary,584,train
high_quality_architectural_00110,14438,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00110_14438.png,../data/cubicasa5k/high_quality_architectural/14438/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,359,653,0.5497702909647779,68,2,,True,False,1,traditional,288,train
high_quality_architectural_00111,3505,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00111_3505.png,../data/cubicasa5k/high_quality_architectural/3505/F1_original.png,Traditional 4-room apartment (architectural quality),512,512,1621,871,1.8610792192881744,920,4,,False,False,1,traditional,504,train
high_quality_architectural_00114,10605,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00114_10605.png,../data/cubicasa5k/high_quality_architectural/10605/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,959,576,1.6649305555555556,336,2,,False,True,1,traditional,364,train
high_quality_architectural_00115,10437,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00115_10437.png,../data/cubicasa5k/high_quality_architectural/10437/F1_original.png,Modern 4-room apartment with balcony (architectural quality),512,512,2640,1320,2.0,1257,4,,True,False,1,modern,600,train
high_quality_architectural_00117,6245,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00117_6245.png,../data/cubicasa5k/high_quality_architectural/6245/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,858,889,0.9651293588301464,309,2,,False,True,1,traditional,318,train
high_quality_architectural_00119,11181,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00119_11181.png,../data/cubicasa5k/high_quality_architectural/11181/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,804,671,1.1982116244411327,191,2,,False,False,1,traditional,240,train
high_quality_architectural_00120,12536,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00120_12536.png,../data/cubicasa5k/high_quality_architectural/12536/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,581,285,2.0385964912280703,142,2,,True,True,1,traditional,350,train
high_quality_architectural_00121,1636,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00121_1636.png,../data/cubicasa5k/high_quality_architectural/1636/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,865,530,1.6320754716981132,285,2,,False,False,1,contemporary,324,train
high_quality_architectural_00122,11949,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00122_11949.png,../data/cubicasa5k/high_quality_architectural/11949/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,600,1192,0.5033557046979866,249,2,,False,True,1,traditional,318,train
